transaction_id,user_id,merchant_id,device_id,amount,hour,day_of_week,transaction_amount_deviation,is_high_value,is_odd_hour,upi_channel,transaction_status,merchant_category,device_os,default_city,default_state,transaction_city,transaction_state,fraud
17913,1813,1354,124,394.56,23,Friday,-76.55,0,1,GPay,Pending,Online Shopping,Android,Jamnagar,Gujarat,Salem,Tamil Nadu,0
17914,1700,749,917,1665.24,1,Saturday,34.85,0,1,PhonePe,Failed,Water Bill,Windows,Rewa,Madhya Pradesh,Surat,Gujarat,0
17915,880,1295,191,461.34,2,Saturday,-68.86,0,1,GPay,Completed,Electricity Bill,iOS,Bhatpara,West Bengal,Rajkot,Gujarat,0
17916,742,465,244,2412.29,9,Saturday,-31.12,0,0,Paytm,Pending,Online Shopping,MacOS,Thane,Maharashtra,Howrah,West Bengal,0
17917,967,575,680,1068.53,12,Monday,-90.78,0,0,Paytm,Pending,Gas Bill,Windows,Sagar,Madhya Pradesh,Pimpri-Chinchwad,Maharashtra,1
17918,62,41,158,1554.13,2,Wednesday,-64.79,0,1,Paytm,Completed,Healthcare Services,Android,Patna,Bihar,Agartala,Tripura,1
17919,1811,979,850,3471.07,22,Saturday,17.14,1,0,BHIM,Failed,Travel Booking,iOS,Bareilly,Uttar Pradesh,Parbhani,Maharashtra,0
17920,1143,31,784,754.64,19,Saturday,-6.72,0,0,BHIM,Failed,Water Bill,iOS,Ratlam,Madhya Pradesh,Rajkot,Gujarat,0
17921,579,216,994,884.68,23,Sunday,94.67,0,1,Paytm,Completed,Travel Booking,iOS,Warangal,Telangana,Jamnagar,Gujarat,1
17922,503,1043,666,931.15,6,Wednesday,16.99,0,0,BHIM,Failed,Travel Booking,Android,Shivamogga,Karnataka,Rourkela,Odisha,0
17923,697,231,694,3773.2,23,Monday,48.8,1,1,Paytm,Completed,Food Delivery,MacOS,Jalgaon,Maharashtra,Udaipur,Rajasthan,0
17924,1564,843,388,4828.17,12,Wednesday,13.7,1,0,GPay,Failed,Gas Bill,MacOS,Indore,Madhya Pradesh,Saharanpur,Uttar Pradesh,1
17925,554,51,566,3638.17,16,Tuesday,-17.46,1,0,BHIM,Pending,Water Bill,MacOS,Bhagalpur,Bihar,Surat,Gujarat,0
17926,1977,24,440,1829.74,7,Wednesday,74.41,0,0,GPay,Pending,Food Delivery,Windows,Navi Mumbai,Maharashtra,Panihati,West Bengal,1
17927,1754,791,215,2636.37,6,Friday,-65.03,0,0,BHIM,Completed,Water Bill,iOS,Kolkata,West Bengal,Bhiwandi,Maharashtra,0
17928,1938,1221,429,2782.58,7,Tuesday,-98.16,0,0,PhonePe,Failed,Travel Booking,Windows,Jammu,Jammu and Kashmir,Agartala,Tripura,0
17929,1389,1016,167,455.02,8,Sunday,-63.13,0,0,Paytm,Failed,Electricity Bill,iOS,Muzaffarpur,Bihar,Jhansi,Uttar Pradesh,0
17930,172,1478,380,160.34,23,Saturday,-43.84,0,1,GPay,Completed,Mobile Recharge,Android,Jamshedpur,Jharkhand,Bhopal,Madhya Pradesh,0
17931,200,615,41,3444.57,11,Friday,7.61,1,0,BHIM,Failed,Mobile Recharge,Android,Varanasi,Uttar Pradesh,Srinagar,Jammu and Kashmir,0
17932,1107,627,106,458.19,16,Monday,0.46,0,0,Paytm,Completed,Electricity Bill,Android,Ujjain,Madhya Pradesh,Loni,Uttar Pradesh,0
17933,993,636,549,1375.81,9,Sunday,-86.15,0,0,Paytm,Completed,Healthcare Services,MacOS,Satna,Madhya Pradesh,Thiruvananthapuram,Kerala,0
17934,13,620,957,220.99,0,Saturday,-22.03,0,1,BHIM,Pending,Water Bill,MacOS,Mangalore,Karnataka,Ichalkaranji,Maharashtra,1
17935,194,691,51,4948.27,21,Wednesday,-43.82,1,0,Paytm,Completed,Online Shopping,iOS,Sagar,Madhya Pradesh,Ozhukarai,Puducherry,1
17936,41,290,785,2705.08,23,Monday,-56.1,0,1,Paytm,Completed,Electricity Bill,iOS,Varanasi,Uttar Pradesh,Rampur,Uttar Pradesh,0
17937,664,113,174,2465.23,18,Monday,34.17,0,0,BHIM,Pending,Online Shopping,Android,Puducherry,Puducherry,Kochi,Kerala,0
17938,644,419,121,3304.37,10,Tuesday,-12.09,1,0,BHIM,Completed,Water Bill,MacOS,Amravati,Maharashtra,Thoothukudi,Tamil Nadu,1
17939,1784,1157,947,3991.66,15,Wednesday,74.99,1,0,PhonePe,Completed,Gas Bill,MacOS,Cuttack,Odisha,Mangalore,Karnataka,0
17940,817,1169,875,3981.24,15,Saturday,87.07,1,0,PhonePe,Completed,Electricity Bill,MacOS,Indore,Madhya Pradesh,Jamnagar,Gujarat,1
17941,1119,428,860,3928.02,3,Friday,45.1,1,1,BHIM,Completed,Healthcare Services,Android,Bhavnagar,Gujarat,Gandhidham,Gujarat,0
17942,343,715,51,3.86,16,Monday,-27.98,0,0,PhonePe,Pending,Healthcare Services,iOS,Faridabad,Haryana,Tumkur,Karnataka,0
17943,955,1407,513,3996.31,6,Monday,1.89,1,0,PhonePe,Failed,Electricity Bill,Android,Asansol,West Bengal,Imphal,Manipur,1
17944,272,716,265,438.11,3,Sunday,55.15,0,1,BHIM,Pending,Healthcare Services,iOS,Darbhanga,Bihar,Bareilly,Uttar Pradesh,0
17945,1025,108,837,2568.76,4,Tuesday,-20.31,0,1,GPay,Pending,DTH Recharge,Android,Mathura,Uttar Pradesh,Tiruvottiyur,Tamil Nadu,0
17946,90,431,839,4742.18,16,Friday,-20.3,1,0,Paytm,Completed,Mobile Recharge,MacOS,Srinagar,Jammu and Kashmir,Mysore,Karnataka,0
17947,283,611,899,3851.15,7,Tuesday,-91.97,1,0,PhonePe,Completed,Food Delivery,iOS,Durg,Chhattisgarh,Coimbatore,Tamil Nadu,1
17948,208,358,936,1863.98,7,Monday,96.63,0,0,Paytm,Completed,Electricity Bill,MacOS,Kadapa,Andhra Pradesh,Delhi,Delhi,1
17949,872,810,258,289.42,11,Thursday,-46.05,0,0,BHIM,Pending,Mobile Recharge,Android,Muzaffarnagar,Uttar Pradesh,Thiruvananthapuram,Kerala,0
17950,271,1445,815,2891.2,8,Wednesday,-32.07,0,0,GPay,Completed,Travel Booking,MacOS,Nashik,Maharashtra,Tirunelveli,Tamil Nadu,0
17951,1502,390,19,4250.69,11,Wednesday,-86.07,1,0,Paytm,Pending,DTH Recharge,Android,Pali,Rajasthan,Baranagar,West Bengal,1
17952,21,1053,414,3312.05,23,Wednesday,-98.07,1,1,GPay,Failed,Mobile Recharge,Windows,Vijayawada,Andhra Pradesh,Shahjahanpur,Uttar Pradesh,1
17953,869,1413,314,4843.71,3,Wednesday,-14.5,1,1,Paytm,Completed,Education Fees,Android,Kalyan-Dombivli,Maharashtra,Rajpur Sonarpur,West Bengal,0
17954,1266,441,767,3547.17,21,Saturday,18.99,1,0,Paytm,Completed,Education Fees,MacOS,Amravati,Maharashtra,Visakhapatnam,Andhra Pradesh,0
17955,983,411,465,1613.44,13,Monday,17.89,0,0,PhonePe,Pending,Travel Booking,Android,Belgaum,Karnataka,Gandhidham,Gujarat,1
17956,1422,692,247,4862.54,14,Wednesday,10.15,1,0,GPay,Pending,DTH Recharge,MacOS,Dhule,Maharashtra,Warangal,Telangana,0
17957,1832,222,54,4992.97,10,Tuesday,-27.96,1,0,BHIM,Completed,Education Fees,Android,Saharanpur,Uttar Pradesh,Davanagere,Karnataka,0
17958,271,46,815,1264.48,17,Sunday,-97.74,0,0,GPay,Failed,Electricity Bill,MacOS,Nashik,Maharashtra,Bhagalpur,Bihar,0
17959,342,306,622,1412.71,1,Sunday,58.49,0,1,Paytm,Pending,DTH Recharge,Windows,Durg,Chhattisgarh,Baranagar,West Bengal,0
17960,995,1224,338,812.61,8,Sunday,-7.0,0,0,Paytm,Completed,Water Bill,Windows,Thoothukudi,Tamil Nadu,Akola,Maharashtra,0
17961,1735,312,748,1738.1,6,Tuesday,30.46,0,0,PhonePe,Pending,Healthcare Services,iOS,Indore,Madhya Pradesh,Jalgaon,Maharashtra,0
17962,982,36,259,3185.48,6,Sunday,-10.93,1,0,BHIM,Pending,Food Delivery,MacOS,Amritsar,Punjab,Ahmednagar,Maharashtra,0
17963,1006,752,881,3799.7,7,Saturday,95.47,1,0,Paytm,Pending,Gas Bill,Windows,Barasat,West Bengal,Shivamogga,Karnataka,0
17964,1573,767,303,394.22,15,Monday,75.54,0,0,BHIM,Completed,Water Bill,MacOS,Jhansi,Uttar Pradesh,Imphal,Manipur,0
17965,1654,322,352,584.56,12,Saturday,-83.01,0,0,Paytm,Failed,Electricity Bill,Android,Korba,Chhattisgarh,Kalyan-Dombivli,Maharashtra,1
17966,970,1231,292,4450.01,14,Saturday,0.75,1,0,BHIM,Completed,Healthcare Services,Android,Aligarh,Uttar Pradesh,Anantapur,Andhra Pradesh,1
17967,931,370,820,1608.18,10,Thursday,47.15,0,0,BHIM,Failed,Travel Booking,iOS,Karimnagar,Telangana,Eluru,Andhra Pradesh,0
17968,1955,172,108,865.48,2,Friday,70.35,0,1,GPay,Completed,Gas Bill,MacOS,Jamnagar,Gujarat,Farrukhabad,Uttar Pradesh,0
17969,831,696,136,342.12,10,Sunday,-40.49,0,0,GPay,Completed,Healthcare Services,Android,Kakinada,Andhra Pradesh,Aligarh,Uttar Pradesh,0
17970,1948,1213,363,1780.15,8,Friday,-4.06,0,0,PhonePe,Failed,Electricity Bill,Android,Alwar,Rajasthan,Faridabad,Haryana,1
17971,1227,141,445,67.8,10,Tuesday,73.99,0,0,GPay,Pending,Electricity Bill,Android,Gaya,Bihar,Faridabad,Haryana,0
17972,1259,910,603,3071.86,20,Thursday,77.81,1,0,BHIM,Pending,Water Bill,Windows,North Dumdum,West Bengal,Akola,Maharashtra,0
17973,1229,181,781,3042.21,14,Sunday,-78.0,1,0,PhonePe,Completed,Healthcare Services,iOS,Jhansi,Uttar Pradesh,Mathura,Uttar Pradesh,0
17974,1412,1497,649,569.35,4,Thursday,20.08,0,1,GPay,Pending,DTH Recharge,MacOS,Dehradun,Uttarakhand,Varanasi,Uttar Pradesh,1
17975,652,289,790,1241.41,12,Monday,91.57,0,0,BHIM,Failed,Online Shopping,iOS,Avadi,Tamil Nadu,Raipur,Chhattisgarh,0
17976,268,764,247,3836.46,9,Monday,67.49,1,0,GPay,Completed,Online Shopping,MacOS,Thrissur,Kerala,Patiala,Punjab,1
17977,524,921,895,2898.45,7,Saturday,-77.49,0,0,GPay,Pending,Food Delivery,MacOS,Purnia,Bihar,Ahmedabad,Gujarat,1
17978,807,952,778,2685.84,10,Tuesday,66.83,0,0,PhonePe,Failed,Food Delivery,Windows,Gurgaon,Haryana,Kadapa,Andhra Pradesh,0
17979,1566,954,160,4074.38,5,Tuesday,99.87,1,1,BHIM,Pending,Online Shopping,iOS,Maheshtala,West Bengal,Cuttack,Odisha,1
17980,1452,202,69,2903.5,20,Friday,50.61,0,0,GPay,Pending,Food Delivery,iOS,Mirzapur,Uttar Pradesh,Kozhikode,Kerala,0
17981,171,185,148,15.87,6,Sunday,67.25,0,0,Paytm,Pending,Gas Bill,Windows,Vadodara,Gujarat,Kurnool,Andhra Pradesh,0
17982,1805,1480,645,4207.15,22,Wednesday,-37.18,1,0,BHIM,Completed,Gas Bill,iOS,Bhilwara,Rajasthan,Amritsar,Punjab,0
17983,1415,1279,938,1186.2,23,Friday,-67.43,0,1,BHIM,Completed,Gas Bill,Windows,Khammam,Telangana,Hapur,Uttar Pradesh,0
17984,214,554,645,1351.32,4,Monday,-50.4,0,1,BHIM,Failed,Mobile Recharge,iOS,Rewa,Madhya Pradesh,North Dumdum,West Bengal,0
17985,2,1359,932,1744.27,19,Wednesday,-41.79,0,0,Paytm,Pending,Gas Bill,Android,Bhilai,Chhattisgarh,Durgapur,West Bengal,0
17986,885,393,533,1966.74,19,Sunday,-2.1,0,0,BHIM,Completed,Food Delivery,MacOS,Nizamabad,Telangana,Mathura,Uttar Pradesh,0
17987,704,1438,580,3541.99,1,Sunday,-50.78,1,1,BHIM,Completed,Mobile Recharge,MacOS,Mau,Uttar Pradesh,Thrissur,Kerala,0
17988,1883,1181,151,4683.56,6,Sunday,-47.41,1,0,Paytm,Completed,Gas Bill,Android,Davanagere,Karnataka,Nizamabad,Telangana,1
17989,994,1470,210,2854.2,1,Sunday,34.5,0,1,BHIM,Completed,Electricity Bill,Android,Visakhapatnam,Andhra Pradesh,Gurgaon,Haryana,0
17990,216,267,17,1687.31,11,Saturday,-65.31,0,0,BHIM,Pending,Electricity Bill,iOS,Guntur,Andhra Pradesh,Begusarai,Bihar,0
17991,7,1448,743,777.98,18,Sunday,-40.61,0,0,GPay,Pending,Online Shopping,iOS,Nizamabad,Telangana,Bhagalpur,Bihar,0
17992,571,534,545,257.74,21,Saturday,-67.23,0,0,GPay,Failed,Water Bill,MacOS,Ahmednagar,Maharashtra,South Dumdum,West Bengal,0
17993,962,397,982,330.66,4,Wednesday,-70.2,0,1,Paytm,Completed,Food Delivery,iOS,Patna,Bihar,Surat,Gujarat,0
17994,1657,996,3,166.82,23,Saturday,87.57,0,1,PhonePe,Completed,Water Bill,Windows,Aurangabad,Maharashtra,Sangli-Miraj & Kupwad,Maharashtra,0
17995,123,1265,391,3031.05,8,Tuesday,-59.81,1,0,BHIM,Failed,Online Shopping,Windows,Loni,Uttar Pradesh,Kurnool,Andhra Pradesh,0
17996,1867,496,257,4959.65,2,Wednesday,13.95,1,1,Paytm,Pending,Mobile Recharge,MacOS,Agra,Uttar Pradesh,New Delhi,Delhi,1
17997,901,1069,508,3653.45,21,Wednesday,-37.6,1,0,BHIM,Pending,Water Bill,iOS,Varanasi,Uttar Pradesh,Ludhiana,Punjab,0
17998,926,1003,308,3224.43,13,Saturday,81.67,1,0,GPay,Failed,DTH Recharge,Windows,Jodhpur,Rajasthan,Gulbarga,Karnataka,0
17999,828,1432,105,438.43,16,Saturday,-24.44,0,0,PhonePe,Completed,Gas Bill,MacOS,Nashik,Maharashtra,Dhanbad,Jharkhand,1
18000,1383,780,532,2729.0,8,Sunday,-0.46,0,0,GPay,Completed,Food Delivery,Android,Hapur,Uttar Pradesh,Pune,Maharashtra,0
18001,219,376,695,4044.53,23,Wednesday,25.9,1,1,PhonePe,Pending,DTH Recharge,iOS,Gurgaon,Haryana,Chennai,Tamil Nadu,1
18002,622,279,401,3001.74,12,Wednesday,-61.62,1,0,GPay,Completed,Travel Booking,iOS,Kochi,Kerala,Bhopal,Madhya Pradesh,0
18003,452,361,280,337.8,23,Friday,-75.99,0,1,Paytm,Pending,Travel Booking,Windows,Shivamogga,Karnataka,Nizamabad,Telangana,0
18004,1909,40,400,3497.7,20,Tuesday,-84.73,1,0,Paytm,Failed,Healthcare Services,Android,Kanpur,Uttar Pradesh,Mangalore,Karnataka,0
18005,793,926,302,1390.12,5,Wednesday,38.31,0,1,Paytm,Pending,Gas Bill,Windows,Bhilai,Chhattisgarh,Muzaffarpur,Bihar,0
18006,912,6,342,4421.79,2,Friday,24.33,1,1,GPay,Failed,Mobile Recharge,iOS,Gandhidham,Gujarat,Berhampur,Odisha,1
18007,441,932,785,1288.81,8,Tuesday,90.4,0,0,Paytm,Failed,Education Fees,iOS,Raichur,Karnataka,Nizamabad,Telangana,0
18008,212,411,91,2085.17,15,Saturday,-48.22,0,0,BHIM,Failed,Travel Booking,Windows,Bijapur,Karnataka,Erode,Tamil Nadu,0
18009,1080,138,901,4946.72,2,Sunday,-86.48,1,1,GPay,Completed,Education Fees,MacOS,Chandrapur,Maharashtra,Vadodara,Gujarat,1
18010,1787,9,447,4593.37,18,Sunday,76.99,1,0,GPay,Failed,DTH Recharge,Windows,Bathinda,Punjab,Siliguri,West Bengal,1
18011,1953,230,174,661.81,1,Monday,90.13,0,1,PhonePe,Pending,Gas Bill,Android,Asansol,West Bengal,Bhagalpur,Bihar,1
18012,563,444,512,843.76,4,Monday,72.58,0,1,Paytm,Failed,Water Bill,iOS,Karimnagar,Telangana,Vijayawada,Andhra Pradesh,0
18013,1839,1260,301,4169.91,22,Friday,71.72,1,0,BHIM,Failed,Healthcare Services,Windows,Loni,Uttar Pradesh,Kamarhati,West Bengal,1
18014,1832,217,54,2805.61,8,Monday,-62.99,0,0,Paytm,Completed,Food Delivery,Android,Saharanpur,Uttar Pradesh,Gandhidham,Gujarat,0
18015,1073,1335,549,2879.0,5,Wednesday,4.98,0,1,BHIM,Completed,Travel Booking,MacOS,Bhilwara,Rajasthan,Bellary,Karnataka,0
18016,27,981,452,3777.24,9,Thursday,-43.64,1,0,Paytm,Failed,Food Delivery,iOS,Etawah,Uttar Pradesh,Loni,Uttar Pradesh,1
18017,1033,757,224,3271.22,14,Sunday,91.98,1,0,Paytm,Pending,Gas Bill,MacOS,Nashik,Maharashtra,Sonipat,Haryana,0
18018,738,574,542,4089.81,12,Saturday,-49.27,1,0,Paytm,Pending,Travel Booking,MacOS,Meerut,Uttar Pradesh,Pune,Maharashtra,0
18019,1755,258,472,2203.05,0,Tuesday,63.02,0,1,BHIM,Completed,Healthcare Services,iOS,Jalna,Maharashtra,Bhopal,Madhya Pradesh,0
18020,1576,1325,73,2964.37,7,Saturday,25.36,0,0,Paytm,Pending,Food Delivery,Windows,Bhatpara,West Bengal,Surat,Gujarat,0
18021,452,1131,670,4941.13,15,Saturday,-84.73,1,0,Paytm,Completed,Education Fees,Android,Shivamogga,Karnataka,Sangli-Miraj & Kupwad,Maharashtra,0
18022,1548,46,29,2164.1,0,Friday,-86.56,0,1,Paytm,Failed,Electricity Bill,Windows,Rajpur Sonarpur,West Bengal,Dehradun,Uttarakhand,0
18023,689,110,620,2359.99,6,Wednesday,-29.71,0,0,Paytm,Completed,Travel Booking,iOS,Vijayawada,Andhra Pradesh,Rampur,Uttar Pradesh,0
18024,749,108,292,4165.33,0,Saturday,-94.07,1,1,PhonePe,Completed,DTH Recharge,Android,Bellary,Karnataka,Kochi,Kerala,0
18025,1318,803,372,4449.12,10,Friday,59.63,1,0,PhonePe,Failed,Healthcare Services,Android,Varanasi,Uttar Pradesh,Pimpri-Chinchwad,Maharashtra,1
18026,751,455,507,4750.14,18,Saturday,-50.2,1,0,BHIM,Failed,Travel Booking,MacOS,Rampur,Uttar Pradesh,Maheshtala,West Bengal,0
18027,1555,1241,337,281.89,11,Friday,61.44,0,0,PhonePe,Pending,Healthcare Services,MacOS,Warangal,Telangana,Kadapa,Andhra Pradesh,0
18028,380,406,398,3003.87,8,Thursday,-71.35,1,0,PhonePe,Pending,Gas Bill,MacOS,Saharanpur,Uttar Pradesh,Sangli-Miraj & Kupwad,Maharashtra,0
18029,1323,140,132,2459.06,22,Thursday,-52.21,0,0,GPay,Completed,Gas Bill,MacOS,Puducherry,Puducherry,Gorakhpur,Uttar Pradesh,0
18030,770,68,66,4217.97,0,Thursday,-99.77,1,1,GPay,Pending,Online Shopping,iOS,Bikaner,Rajasthan,Amritsar,Punjab,0
18031,1143,629,838,4552.44,19,Saturday,-16.58,1,0,BHIM,Completed,Mobile Recharge,MacOS,Ratlam,Madhya Pradesh,Berhampur,Odisha,0
18032,1475,518,128,3758.34,22,Wednesday,53.7,1,0,GPay,Pending,Healthcare Services,Android,Vijayawada,Andhra Pradesh,Coimbatore,Tamil Nadu,0
18033,148,126,960,4671.48,16,Monday,4.78,1,0,GPay,Completed,Food Delivery,MacOS,Durgapur,West Bengal,Solapur,Maharashtra,0
18034,398,515,891,4553.2,1,Sunday,-16.34,1,1,Paytm,Failed,Mobile Recharge,MacOS,Begusarai,Bihar,Bareilly,Uttar Pradesh,0
18035,712,947,637,579.51,6,Thursday,43.71,0,0,GPay,Failed,Water Bill,iOS,Bardhaman,West Bengal,Patna,Bihar,0
18036,1438,680,578,3078.53,9,Wednesday,3.22,1,0,PhonePe,Failed,Travel Booking,Windows,Karnal,Haryana,Gaya,Bihar,0
18037,1666,316,616,917.92,15,Thursday,-22.56,0,0,BHIM,Pending,Healthcare Services,MacOS,Eluru,Andhra Pradesh,Kulti,West Bengal,0
18038,1911,956,97,4498.22,6,Thursday,-66.54,1,0,GPay,Failed,Travel Booking,Android,Bijapur,Karnataka,Firozabad,Uttar Pradesh,1
18039,395,213,379,1311.26,0,Tuesday,-70.4,0,1,BHIM,Failed,DTH Recharge,Windows,Bardhaman,West Bengal,Kochi,Kerala,0
18040,1082,226,972,1781.96,6,Friday,64.13,0,0,GPay,Completed,Water Bill,Android,Kota,Rajasthan,Shahjahanpur,Uttar Pradesh,0
18041,1083,208,150,3042.98,11,Thursday,5.09,1,0,PhonePe,Failed,Travel Booking,iOS,Mirzapur,Uttar Pradesh,Etawah,Uttar Pradesh,0
18042,1795,228,758,3562.68,22,Sunday,15.28,1,0,BHIM,Pending,Education Fees,MacOS,Coimbatore,Tamil Nadu,Ranchi,Jharkhand,0
18043,1500,310,292,1380.37,16,Monday,-61.3,0,0,PhonePe,Failed,Electricity Bill,Android,Firozabad,Uttar Pradesh,Bhopal,Madhya Pradesh,0
18044,1117,40,963,4602.37,9,Monday,30.38,1,0,Paytm,Completed,Healthcare Services,MacOS,Ozhukarai,Puducherry,North Dumdum,West Bengal,0
18045,440,692,979,1372.19,22,Thursday,-0.49,0,0,PhonePe,Failed,DTH Recharge,Windows,Hapur,Uttar Pradesh,Bhubaneswar,Odisha,1
18046,142,483,69,3918.17,15,Thursday,-93.12,1,0,BHIM,Failed,Education Fees,iOS,Puducherry,Puducherry,Srinagar,Jammu and Kashmir,1
18047,580,1340,823,1038.19,21,Saturday,27.75,0,0,GPay,Pending,Water Bill,MacOS,Kulti,West Bengal,Pali,Rajasthan,1
18048,441,1411,38,2080.78,13,Friday,-14.91,0,0,GPay,Pending,Healthcare Services,Windows,Raichur,Karnataka,Mirzapur,Uttar Pradesh,0
18049,146,793,211,3954.55,21,Monday,95.55,1,0,Paytm,Failed,Gas Bill,Android,Karimnagar,Telangana,Ahmedabad,Gujarat,0
18050,67,1094,549,4594.08,20,Sunday,90.64,1,0,PhonePe,Failed,Gas Bill,MacOS,Korba,Chhattisgarh,Muzaffarnagar,Uttar Pradesh,1
18051,94,54,475,3177.05,17,Saturday,-50.48,1,0,GPay,Pending,Education Fees,iOS,Hapur,Uttar Pradesh,Bhubaneswar,Odisha,0
18052,1582,1214,443,2602.87,20,Monday,39.19,0,0,BHIM,Completed,Education Fees,iOS,Purnia,Bihar,Nagpur,Maharashtra,0
18053,1960,777,710,199.09,1,Tuesday,52.98,0,1,BHIM,Pending,Online Shopping,Android,Muzaffarnagar,Uttar Pradesh,Gorakhpur,Uttar Pradesh,0
18054,417,854,839,4873.39,18,Friday,87.95,1,0,GPay,Failed,DTH Recharge,MacOS,Karnal,Haryana,Ludhiana,Punjab,1
18055,1425,633,68,3341.0,5,Thursday,59.04,1,1,GPay,Failed,Travel Booking,Android,Muzaffarpur,Bihar,Hapur,Uttar Pradesh,0
18056,559,1264,671,271.63,14,Monday,-40.23,0,0,Paytm,Pending,DTH Recharge,iOS,Howrah,West Bengal,Tiruchirappalli,Tamil Nadu,1
18057,1872,1433,254,4774.87,17,Friday,24.58,1,0,GPay,Failed,Travel Booking,iOS,Thoothukudi,Tamil Nadu,Agartala,Tripura,0
18058,839,438,405,1174.37,18,Friday,8.07,0,0,GPay,Pending,Online Shopping,Android,Ranchi,Jharkhand,Kirari Suleman Nagar,Delhi,0
18059,1594,522,833,2020.77,3,Thursday,-63.21,0,1,BHIM,Pending,Travel Booking,iOS,Muzaffarnagar,Uttar Pradesh,Rewa,Madhya Pradesh,1
18060,369,1209,863,2275.9,11,Thursday,-71.3,0,0,Paytm,Failed,Travel Booking,Windows,Ambattur,Tamil Nadu,New Delhi,Delhi,0
18061,1301,1275,246,1639.37,20,Wednesday,57.22,0,0,BHIM,Failed,Gas Bill,iOS,Bangalore,Karnataka,Satna,Madhya Pradesh,0
18062,500,566,194,4359.98,22,Friday,-90.37,1,0,PhonePe,Pending,Gas Bill,Windows,Thiruvananthapuram,Kerala,North Dumdum,West Bengal,0
18063,1505,1105,187,3273.39,19,Tuesday,-51.49,1,0,PhonePe,Pending,Travel Booking,MacOS,Akola,Maharashtra,Solapur,Maharashtra,0
18064,323,586,33,3612.9,1,Sunday,-20.53,1,1,BHIM,Pending,Online Shopping,Windows,Guntur,Andhra Pradesh,Nanded,Maharashtra,0
18065,801,1159,312,3716.32,13,Thursday,94.71,1,0,Paytm,Pending,Online Shopping,Android,Rourkela,Odisha,Vijayawada,Andhra Pradesh,0
18066,1728,1380,457,1924.18,20,Friday,-94.96,0,0,Paytm,Completed,Gas Bill,iOS,Berhampur,Odisha,Berhampur,Odisha,1
18067,1958,510,915,2027.8,17,Saturday,-90.91,0,0,GPay,Completed,DTH Recharge,Android,Imphal,Manipur,Ahmednagar,Maharashtra,0
18068,16,1232,985,840.57,22,Monday,-99.6,0,0,Paytm,Failed,Food Delivery,iOS,Bhavnagar,Gujarat,Rajkot,Gujarat,0
18069,906,792,1,802.45,23,Wednesday,59.09,0,1,PhonePe,Failed,Gas Bill,iOS,Kakinada,Andhra Pradesh,Vadodara,Gujarat,0
18070,252,1199,542,1228.11,17,Saturday,-7.04,0,0,PhonePe,Failed,Gas Bill,MacOS,Tumkur,Karnataka,Dehradun,Uttarakhand,0
18071,1279,125,444,734.92,6,Friday,32.44,0,0,PhonePe,Failed,Healthcare Services,iOS,Prayagraj,Uttar Pradesh,Firozabad,Uttar Pradesh,0
18072,1930,188,874,1953.47,2,Monday,81.87,0,1,Paytm,Failed,Education Fees,iOS,Tirupati,Andhra Pradesh,Hubli-Dharwad,Karnataka,0
18073,553,1053,269,4238.96,15,Wednesday,29.75,1,0,GPay,Failed,Mobile Recharge,MacOS,Tiruvottiyur,Tamil Nadu,Gwalior,Madhya Pradesh,1
18074,67,212,705,1408.81,23,Thursday,21.65,0,1,PhonePe,Failed,Travel Booking,iOS,Korba,Chhattisgarh,Sonipat,Haryana,0
18075,1212,1024,246,3658.09,6,Thursday,-80.29,1,0,BHIM,Failed,Water Bill,iOS,Mirzapur,Uttar Pradesh,Begusarai,Bihar,0
18076,300,689,434,2035.38,1,Thursday,-42.58,0,1,BHIM,Completed,DTH Recharge,Android,Bihar Sharif,Bihar,Alwar,Rajasthan,0
18077,39,469,95,4822.57,9,Thursday,-35.25,1,0,GPay,Completed,Healthcare Services,MacOS,Aizawl,Mizoram,Barasat,West Bengal,1
18078,697,566,393,1029.93,14,Thursday,2.42,0,0,BHIM,Pending,Gas Bill,Android,Jalgaon,Maharashtra,Vasai-Virar,Maharashtra,0
18079,902,1388,307,2390.33,4,Sunday,-1.2,0,1,BHIM,Completed,Travel Booking,Android,Howrah,West Bengal,Purnia,Bihar,0
18080,1549,1055,546,3210.72,2,Tuesday,4.64,1,1,BHIM,Completed,DTH Recharge,Windows,Bangalore,Karnataka,Ambattur,Tamil Nadu,0
18081,644,821,601,938.59,6,Sunday,-49.18,0,0,GPay,Pending,Water Bill,iOS,Amravati,Maharashtra,Ichalkaranji,Maharashtra,0
18082,1466,379,581,2630.95,19,Friday,-28.15,0,0,Paytm,Completed,Mobile Recharge,Windows,Agartala,Tripura,Hubli-Dharwad,Karnataka,0
18083,1969,444,852,686.8,2,Friday,37.21,0,1,Paytm,Pending,Water Bill,MacOS,Barasat,West Bengal,Aizawl,Mizoram,0
18084,974,1260,106,2922.55,3,Monday,82.63,0,1,BHIM,Completed,Healthcare Services,Android,Bhiwandi,Maharashtra,Dhule,Maharashtra,0
18085,656,69,59,1896.08,4,Saturday,80.71,0,1,Paytm,Pending,DTH Recharge,Windows,Kolhapur,Maharashtra,Darbhanga,Bihar,1
18086,1271,737,285,961.05,23,Tuesday,-9.28,0,1,BHIM,Completed,Travel Booking,Android,Vasai-Virar,Maharashtra,Mau,Uttar Pradesh,1
